market,sportsbook,league,wins,losses,profit,roi_pct,est_user_bpd
Total Rushing Yards,HardRock,NCAAF,125.0,80.0,234.82,14.32,1.0
Moneyline,ProphetX,NCAAF,92.0,84.0,-115.42,-8.2,1.0
Total Rushing Yards,ProphetX,NCAAF,104.0,111.0,14.98,0.87,1.0
Total Receptions,Betcris,NFL,246.0,287.0,-216.9,-5.09,1.0
Total Receptions,BookMaker,NFL,246.0,287.0,-216.9,-5.09,1.0
Total Receiving Yards,BetMGM,NFL,368.0,308.0,59.65,1.1,1.0
Total Receiving Yards,Borgata,NFL,368.0,308.0,59.65,1.1,1.0
Total Receiving Yards,SportsInteraction,NFL,368.0,308.0,59.65,1.1,1.0
Total Receiving Yards,BetOnline,NFL,201.0,178.0,35.64,1.18,1.0
Total Receptions,Unibet,NFL,340.0,274.0,266.43,5.42,1.0
Total Receptions,BetParx,NFL,340.0,274.0,266.43,5.42,1.0
Total Receptions,NorthStarBetsON,NFL,340.0,274.0,266.43,5.42,1.0
Total Receptions,BetRivers,NFL,296.0,251.0,115.25,2.63,1.0
Total Receptions,SugarHouse,NFL,296.0,251.0,115.25,2.63,1.0
Total Receptions,DraftKings,NFL,380.0,325.0,3.04,0.05,1.0
Total Receiving Yards,DraftKings,NFL,224.0,201.0,-55.13,-1.62,1.0
Total Receiving Yards,Fanatics,NFL,263.0,236.0,-89.55,-2.24,1.0
Total Receptions,FanDuel,NFL,253.0,229.0,-115.15,-2.99,1.0
Total Receiving Yards,HardRockNJ,NFL,341.0,287.0,112.64,2.24,1.0
Total Rushing Yards,HardRock,NFL,234.0,206.0,89.25,2.54,1.0
Total Rushing Yards,NoVig,NFL,279.0,319.0,-223.12,-4.66,1.0
Total Receptions,OnyxOdds,NFL,257.0,260.0,-320.79,-7.76,1.0
Total Receiving Yards,OnyxOdds,NFL,209.0,174.0,46.12,1.51,1.0
Total Receiving Yards,PointsBet,NFL,361.0,275.0,217.03,4.27,1.0
Total Receiving Yards,ProphetX,NFL,223.0,243.0,-154.12,-4.13,1.0
Total Receptions,STNSports,NFL,303.0,278.0,-155.73,-3.35,1.0
Total Receptions,TheScore,NFL,335.0,333.0,-261.75,-4.9,1.0
Total Points,Bally,NHL,282.0,267.0,97.67,2.22,1.0
Total Shots on Goal,Bally,NHL,156.0,143.0,174.98,7.32,1.0
Total Shots on Goal,Betcris,NHL,161.0,136.0,348.68,14.68,1.0
Total Shots on Goal,BookMaker,NHL,161.0,136.0,348.68,14.68,1.0
Total Points,BetMGM,NHL,203.0,212.0,-134.86,-4.06,1.0
Total Points,Borgata,NHL,203.0,212.0,-134.86,-4.06,1.0
Total Points,SportsInteraction,NHL,203.0,212.0,-134.86,-4.06,1.0
Total Shots on Goal,BetMGM,NHL,285.0,260.0,104.75,2.4,1.0
Total Shots on Goal,Borgata,NHL,285.0,260.0,104.75,2.4,1.0
Total Shots on Goal,SportsInteraction,NHL,285.0,260.0,104.75,2.4,1.0
Total Shots on Goal,BetOnline,NHL,224.0,235.0,19.68,0.54,1.0
Total Points,Fanatics,NHL,147.0,143.0,-71.01,-3.06,1.0
Total Points,HardRockNJ,NHL,189.0,181.0,9.4,0.32,1.0
Total Points,HardRock,NHL,200.0,196.0,-18.6,-0.59,1.0
Total Points,STNSports,NHL,279.0,263.0,25.54,0.59,1.0
Total Points,TheScore,NHL,300.0,258.0,55.37,1.24,1.0
Points + Rebounds + Assists,NoVig,WNBA,194.0,213.0,-16.85,-0.52,1.0
3-Pointers,NoVig,WNBA,319.0,262.0,424.26,9.13,1.0
Points,ProphetX,WNBA,301.0,329.0,73.5,1.46,1.0
Rebounds,TheScore,WNBA,177.0,235.0,-250.15,-7.59,1.0
Run Line,Bally,MLB,26.0,23.0,29.9,7.63,1.0
Total Hits,Bally,MLB,5.0,5.0,-4.33,-5.41,1.0
Total Strikeouts,Bally,MLB,12.0,5.0,60.48,44.47,1.0
Total Runs,Bally,MLB,38.0,29.0,66.56,12.42,1.0
Total Player Runs,Bally,MLB,75.0,92.0,251.18,18.8,1.0
Moneyline,Bally,MLB,41.0,38.0,24.4,3.86,1.0
Run Line,Bet365,MLB,27.0,22.0,27.81,7.09,1.0
Total Runs,Bet365,MLB,15.0,22.0,-53.58,-18.1,1.0
Moneyline,Bet365,MLB,9.0,6.0,22.6,18.84,1.0
Run Line,Betcris,MLB,23.0,25.0,3.6,0.94,1.0
Run Line,BookMaker,MLB,23.0,25.0,3.6,0.94,1.0
Total Hits Allowed,Betcris,MLB,61.0,73.0,-52.42,-4.89,1.0
Total Hits Allowed,BookMaker,MLB,61.0,73.0,-52.42,-4.89,1.0
Total Runs,Betcris,MLB,94.0,85.0,124.39,8.69,1.0
Total Runs,BookMaker,MLB,94.0,85.0,124.39,8.69,1.0
Run Line,BetMGM,MLB,81.0,60.0,160.65,14.24,1.0
Run Line,Borgata,MLB,81.0,60.0,160.65,14.24,1.0
Run Line,SportsInteraction,MLB,81.0,60.0,160.65,14.24,1.0
Total Doubles,BetMGM,MLB,50.0,46.0,6.7,0.87,1.0
Total Doubles,Borgata,MLB,50.0,46.0,6.7,0.87,1.0
Total Doubles,SportsInteraction,MLB,50.0,46.0,6.7,0.87,1.0
Total Hits Allowed,BetMGM,MLB,15.0,15.0,-4.26,-1.77,1.0
Total Hits Allowed,Borgata,MLB,15.0,15.0,-4.26,-1.77,1.0
Total Hits Allowed,SportsInteraction,MLB,15.0,15.0,-4.26,-1.77,1.0
Hits + Runs + RBIs,BetMGM,MLB,131.0,144.0,-66.95,-3.04,1.0
Hits + Runs + RBIs,Borgata,MLB,131.0,144.0,-66.95,-3.04,1.0
Hits + Runs + RBIs,SportsInteraction,MLB,131.0,144.0,-66.95,-3.04,1.0
Total Earned Runs,BetMGM,MLB,62.0,51.0,10.65,1.18,1.0
Total Earned Runs,Borgata,MLB,62.0,51.0,10.65,1.18,1.0
Total Earned Runs,SportsInteraction,MLB,62.0,51.0,10.65,1.18,1.0
Total Bases,BetMGM,MLB,71.0,74.0,42.78,3.69,1.0
Total Bases,Borgata,MLB,71.0,74.0,42.78,3.69,1.0
Total Bases,SportsInteraction,MLB,71.0,74.0,42.78,3.69,1.0
Total Runs,BetMGM,MLB,35.0,22.0,129.15,28.32,1.0
Total Runs,Borgata,MLB,35.0,22.0,129.15,28.32,1.0
Total Runs,SportsInteraction,MLB,35.0,22.0,129.15,28.32,1.0
Moneyline,BetMGM,MLB,95.0,102.0,-64.78,-4.11,1.0
Moneyline,Borgata,MLB,95.0,102.0,-64.78,-4.11,1.0
Moneyline,SportsInteraction,MLB,95.0,102.0,-64.78,-4.11,1.0
Total Hits Allowed,BetOnline,MLB,53.0,61.0,-13.54,-1.48,1.0
Total Earned Runs,BetOnline,MLB,105.0,89.0,76.88,4.95,1.0
Total Strikeouts,BetOnline,MLB,85.0,114.0,-175.27,-11.01,1.0
Run Line,Unibet,MLB,29.0,19.0,87.56,22.8,1.0
Run Line,BetParx,MLB,29.0,19.0,87.56,22.8,1.0
Run Line,NorthStarBetsON,MLB,29.0,19.0,87.56,22.8,1.0
Total Runs,Unibet,MLB,29.0,28.0,-0.89,-0.2,1.0
Total Runs,BetParx,MLB,29.0,28.0,-0.89,-0.2,1.0
Total Runs,NorthStarBetsON,MLB,29.0,28.0,-0.89,-0.2,1.0
Moneyline,Unibet,MLB,47.0,49.0,-31.03,-4.04,1.0
Moneyline,BetParx,MLB,47.0,49.0,-31.03,-4.04,1.0
Moneyline,NorthStarBetsON,MLB,47.0,49.0,-31.03,-4.04,1.0
Run Line,BetRivers,MLB,29.0,19.0,87.56,22.8,1.0
Run Line,SugarHouse,MLB,29.0,19.0,87.56,22.8,1.0
Total Runs,BetRivers,MLB,29.0,28.0,-0.89,-0.2,1.0
Total Runs,SugarHouse,MLB,29.0,28.0,-0.89,-0.2,1.0
Moneyline,BetRivers,MLB,47.0,49.0,-31.03,-4.04,1.0
Moneyline,SugarHouse,MLB,47.0,49.0,-31.03,-4.04,1.0
Run Line,Bovada,MLB,7.0,6.0,4.94,4.75,1.0
Total Singles,Bovada,MLB,12.0,22.0,-26.89,-9.89,1.0
Total Doubles,Bovada,MLB,5.0,58.0,-290.0,-57.54,1.0
Total Hits Allowed,Bovada,MLB,13.0,10.0,46.22,25.12,1.0
Total Earned Runs,Bovada,MLB,14.0,16.0,-18.52,-7.71,1.0
Total Bases,Bovada,MLB,73.0,78.0,46.21,3.83,1.0
Total Strikeouts,Bovada,MLB,76.0,91.0,-69.09,-5.17,1.0
Total Runs,Bovada,MLB,4.0,5.0,-8.76,-12.17,1.0
Total Home Runs,Bovada,MLB,2.0,18.0,-41.6,-26.0,1.0
Moneyline,Bovada,MLB,5.0,4.0,3.31,4.6,1.0
Run Line,Caesars,MLB,20.0,5.0,157.08,78.54,1.0
Total Singles,Caesars,MLB,68.0,76.0,-92.95,-8.07,1.0
Total Doubles,Caesars,MLB,9.0,72.0,-271.24,-41.86,1.0
Total Hits Allowed,Caesars,MLB,9.0,9.0,-1.34,-0.93,1.0
Hits + Runs + RBIs,Caesars,MLB,30.0,25.0,92.43,21.01,1.0
Total Earned Runs,Caesars,MLB,7.0,10.0,-28.71,-21.11,1.0
Total Strikeouts,Caesars,MLB,117.0,111.0,40.48,2.22,1.0
Total Runs,Caesars,MLB,11.0,9.0,18.82,11.76,1.0
Total Home Runs,Caesars,MLB,7.0,30.0,267.2,90.27,1.0
Moneyline,Caesars,MLB,6.0,9.0,-26.44,-22.04,1.0
Run Line,Circa,MLB,2.0,4.0,-11.2,-23.33,1.0
Total Hits,Circa,MLB,65.0,115.0,-152.49,-10.59,1.0
Total Bases,Circa,MLB,5.0,11.0,-46.53,-36.35,1.0
